Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2015,GM,GMX,CHEVROLET,COLORADO 2WD,25SPFN1048,0,2.5,FGMXT02.5200,Truck,194,4,14A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.1,31.9,1,Not eqipped,FGMX10033301,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0259233,0.984693,352.943,0.0094012,,0.0128798,,25,MPG,23.3,24.8,27,,30.95,0.5035,0.02619,9.95,0.2954,0.02649,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 2WD,25SPFN1048,0,2.5,FGMXT02.5200,Truck,194,4,14A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.1,31.9,1,Not eqipped,FGMX10033302,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0136219,0.945613,237.154,0.0036748,,0.0108993,,37.2,MPG,,,,,30.95,0.5035,0.02619,9.95,0.2954,0.02649,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 2WD,36SPFN1067,0,3.6,FGMXT03.6161,Truck,300,6,50A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.42,26.4,1,Not eqipped,FGMX10032639,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0334359,0.614068,389.91,0.0085538,,0.0143681,,22.7,MPG,21.8,21.9,25.2,,32.19,0.5066,0.02664,14.81,0.2836,0.02733,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 2WD,36SPFN1067,0,3.6,FGMXT03.6161,Truck,300,6,50A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.42,26.4,1,Not eqipped,FGMX10032640,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0271185,0.752334,248.148,0.0111373,,0.0127887,,35.7,MPG,,,,,32.19,0.5066,0.02664,14.81,0.2836,0.02733,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 4WD,25SPFN1048,1,2.5,FGMXT02.5200,Truck,194,4,11A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,4.1,31.9,1,Not eqipped,FGMX91002411,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0375712,3.8816193,252.885387,0.0066713,,0.0228805,,34.4,MPG,,,,,32.41,0.7077,0.02603,15.19,0.1206,0.02917,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 4WD,25SPFN1048,1,2.5,FGMXT02.5200,Truck,194,4,11A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,4.1,31.9,1,Not eqipped,FGMX91002412,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0236665,1.404827,381.4741024,0.0075691,,0.0147148,,23.3,MPG,21.9010107,22.7388283,25.5233533,,32.41,0.7077,0.02603,15.19,0.1206,0.02917,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 4WD,36SPFN1067,1,3.6,FGMXT03.6161,Truck,300,6,51A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.42,26.4,1,Not eqipped,FGMX10032651,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0363796,0.709379,406.895,0.0098179,,0.0155273,,21.8,MPG,21.1,21,24.1,,33.83,0.7113,0.02502,17.68,0.4663,0.02585,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO 4WD,36SPFN1067,1,3.6,FGMXT03.6161,Truck,300,6,51A,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.42,26.4,1,Not eqipped,FGMX10032652,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0358298,0.890529,263.735,0.0218593,,0.0154019,,33.5,MPG,,,,,33.83,0.7113,0.02502,17.68,0.4663,0.02585,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO CAB CHASSIS 2WD,36SPFN1067,2,3.6,FGMXT03.6151,Truck,300,6,52,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5250,3.42,26.2,1,Not eqipped,FGMX10032772,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0461142,0.824232,481.675,0.0177356,,0.0141567,,18.4,MPG,17.3,18.5,19.2,,36.03,0.9149,0.04484,15.11,0.6765,0.04564,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,COLORADO CAB CHASSIS 2WD,36SPFN1067,2,3.6,FGMXT03.6151,Truck,300,6,52,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5250,3.42,26.2,1,Not eqipped,FGMX10032773,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0294733,0.934811,366.787,0.0384445,,0.0102292,,24.1,MPG,,,,,36.03,0.9149,0.04484,15.11,0.6765,0.04564,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,0,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026847,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0387631,0.830518,421.225,0.0081713,,0.0124465,,21.1,MPG,20.3,19.7,25.1,,37.37,0.5201,0.01305,20.77,-0.2176,0.0185,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,0,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026848,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0038568,0.250839,232.981,0.000005,,0.0037922,,38.1,MPG,,,,,37.37,0.5201,0.01305,20.77,-0.2176,0.0185,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,1,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026850,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0637099,0.842192,405.219,0.0096587,,0.0174815,,21.9,MPG,21.4,20.1,26.8,,37.37,0.5201,0.01305,20.77,-0.2176,0.0184,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,1,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026850,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0637099,0.842192,405.219,0.0096587,,0.0174815,,21.9,MPG,21.4,20.1,26.8,,37.37,0.5201,0.01305,20.77,-0.2176,0.0185,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,1,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026851,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108907,0.388863,210.114,0.0082924,,0.0084605,,42.3,MPG,,,,,37.37,0.5201,0.01305,20.77,-0.2176,0.0184,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,1EYV2610,1,6.2,EGMXV06.2090,Car,450,8,3,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.42,18.5,1,Not eqipped,EGMX10026851,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108907,0.388863,210.114,0.0082924,,0.0084605,,42.3,MPG,,,,,37.37,0.5201,0.01305,20.77,-0.2176,0.0185,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2015,GM,GMX,CHEVROLET,CORVETTE,621FYN3039,0,6.2,FGMXV06.2090,Car,455,8,20A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,2.41,20.2,1,Not eqipped,FGMX10032844,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0437568,0.622451,444.07,0.0042246,,0.012891,,20,MPG,20.1,18.2,24.4,,36.77,0.3782,0.01563,13.02,0.1531,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,621FYN3039,0,6.2,FGMXV06.2090,Car,455,8,20A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,2.41,20.2,1,Not eqipped,FGMX10032845,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108775,0.341189,214.148,0.0086816,,0.0049046,,41.4,MPG,,,,,36.77,0.3782,0.01563,13.02,0.1531,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,621FYN3039,0,6.2,FGMXV06.2090,Car,455,8,20A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,2.41,20.2,1,Not eqipped,FGMX10032846,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0048841,0.327144,220.376,0.0075926,,0.0026147,,40.3,MPG,,,,,36.77,0.3782,0.01563,13.02,0.1531,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,621FYV2123,0,6.2,FGMXV06.2090,Car,650,8,24A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3875,2.41,20.4,1,Not eqipped,FGMX10033867,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0363182,0.521715,538.557,0.0090399,,0.015969,,16.4,MPG,16.7,15.1,19.3,,51.2,0.2745,0.02072,31.1,-0.1991,0.02292,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,621FYV2123,0,6.2,FGMXV06.2090,Car,650,8,24A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3875,2.41,20.4,1,Not eqipped,FGMX10033868,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0112294,0.250977,299.183,0.0092217,,0.0079915,,29.6,MPG,,,,,51.2,0.2745,0.02072,31.1,-0.1991,0.02292,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CORVETTE,621FYV2123,0,6.2,FGMXV06.2090,Car,650,8,24A,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3875,2.41,20.4,1,Not eqipped,FGMX10033869,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,0.009202,0.727778,416.633,0.099451,,0.0046181,,21.2,MPG,13.6,25.3,,,51.2,0.2745,0.02072,31.1,-0.1991,0.02292,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,141BPP4216,0,1.4,CGMXV01.8011,Car,138,4,6,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.83,30.8,5,"Equipped, shifted by survey schedule",CGMX10015440,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0130223,0.138725,243.361,0.0048001,,0.003487,,36.5,MPG,35.8,34.6,40.9,,23.96,0.1143,0.01606,9.91,-0.1933,0.01759,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,141BPP4216,0,1.4,CGMXV01.8011,Car,138,4,6,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.83,30.8,5,"Equipped, shifted by survey schedule",CGMX10015441,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0111235,0.211326,147.103,0.0025302,,0.002906,,60.2,MPG,,,,,23.96,0.1143,0.01606,9.91,-0.1933,0.01759,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,141BPP4216,0,1.4,CGMXV01.8011,Car,138,4,6,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.83,30.8,5,"Equipped, shifted by survey schedule",CGMX10031311,MFR,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0130223,0.138725,263.7,0.0048001,,0.003487,,33.7,MPG,33,31.9,37.8,,23.96,0.1143,0.01606,9.91,-0.1933,0.01759,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,141BPP4216,0,1.4,CGMXV01.8011,Car,138,4,6,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.83,30.8,5,"Equipped, shifted by survey schedule",CGMX10031312,MFR,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0111235,0.211326,166.1,0.0025302,,0.002906,,53.5,MPG,,,,,23.96,0.1143,0.01606,9.91,-0.1933,0.01759,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,18X70058EX,1,1.8,BGMXV01.8011,Car,140,4,1A,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX91000690,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0090671,0.4630998,179.8427335,0.0015927,,0.0053739,,49.1,MPG,,,,,27.09,0.1467,0.01891,5.63,0.0639,0.01562,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,18X70058EX,1,1.8,BGMXV01.8011,Car,140,4,1A,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX91000691,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0204081,0.37103,311.466212,0.005905,,0.0044245,,28.5,MPG,27.8195894,26.5104187,33.7259397,,27.09,0.1467,0.01891,5.63,0.0639,0.01562,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,18X70079EX,0,1.8,CGMXV01.8011,Car,138,4,2,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.94,38.7,5,"Equipped, shifted by survey schedule",CGMX10015347,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0034638,0.29045,171.521,0.0020244,,0.0026467,,51.4,MPG,,,,,25.25,0.1081,0.01811,13.83,-0.1372,0.01888,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,18X70079EX,0,1.8,CGMXV01.8011,Car,138,4,2,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.94,38.7,5,"Equipped, shifted by survey schedule",CGMX10015348,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0186588,0.279803,277.32,0.0099017,,0.0040378,,32,MPG,31.5,30,36.8,,25.25,0.1081,0.01811,13.83,-0.1372,0.01888,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001721,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0026497,0.0079786,153.9586364,0.00624,0.0008854,0.0026552,0.01,66.1,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,OC,Oxidation catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001721,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0026497,0.0079786,153.9586364,0.00624,0.0008854,0.0026552,0.01,66.1,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,DPF,Diesel Particulate Filter,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001721,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0026497,0.0079786,153.9586364,0.00624,0.0008854,0.0026552,0.01,66.1,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001722,EPA,No,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0487539,0.2400265,292.3471281,0.0364381,0.0012434,0.0282498,0.01,34.8,MPG,30.3558227,34.5219145,39.5383234,,28.78,0.525,0.01111,3.28,0.2521,0.01388,OC,Oxidation catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001722,EPA,No,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0487539,0.2400265,292.3471281,0.0364381,0.0012434,0.0282498,0.01,34.8,MPG,30.3558227,34.5219145,39.5383234,,28.78,0.525,0.01111,3.28,0.2521,0.01388,DPF,Diesel Particulate Filter,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001722,EPA,No,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0487539,0.2400265,292.3471281,0.0364381,0.0012434,0.0282498,0.01,34.8,MPG,30.3558227,34.5219145,39.5383234,,28.78,0.525,0.01111,3.28,0.2521,0.01388,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001725,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0028572,0.0069132,152.5160134,0.0231723,,0.0027237,0.01,66.5,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,OC,Oxidation catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001725,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0028572,0.0069132,152.5160134,0.0231723,,0.0027237,0.01,66.5,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,DPF,Diesel Particulate Filter,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE,201DPN4438,0,2,EGMXV02.0350,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3750,3.2,29.1,1,Not eqipped,EGMX91001725,EPA,No,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0028572,0.0069132,152.5160134,0.0231723,,0.0027237,0.01,66.5,MPG,,,,,28.78,0.525,0.01111,3.28,0.2521,0.01388,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10030877,MFR,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0163552,0.133294,266.9,0.015717,,0.0075078,,33.3,MPG,31.3,32,37.6,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10030878,MFR,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061738,0.311303,166.4,0.0019904,,0.0040733,,53.4,MPG,,,,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10030879,MFR,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0157478,0.193884,266.9,0.0183454,,0.0085182,,33.3,MPG,31.5,31.7,38.2,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10030880,MFR,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0078908,0.818007,166.1,0.0045888,,0.0056555,,53.5,MPG,,,,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10031810,MFR,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0163552,0.133294,263.7,0.015717,,0.0075078,,33.7,MPG,31.7,32.4,38.1,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10031811,MFR,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061738,0.311303,161.9,0.0019904,,0.0040733,,54.9,MPG,,,,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10031812,MFR,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0157478,0.193884,263.7,0.0183454,,0.0085182,,33.7,MPG,31.9,32.1,38.7,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,CRUZE ECO,14X70057EX,3,1.4,BGMXV01.8011,Car,140,4,5,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,3.87,38.5,1,Not eqipped,BGMX10031813,MFR,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0078908,0.818007,161.6,0.0045888,,0.0056555,,55,MPG,,,,,26.2,0.1554,0.01686,1.9,0.2828,0.01108,TWC,Three-way catalyst,N,,,N,No averaging
2015,GM,GMX,CHEVROLET,EQUINOX AWD,36TDLP5710,0,3.6,DGMXJ03.6166,Both,308,6,1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4500,3.39,30.4,1,Not eqipped,DGMX10031176,MFR,Yes,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0303252,0.7541638,429.3,0.008078,,0.009459,,20.7,MPG,19.7,19.8,23.7,,35.33,0.3637,0.0255,15.27,0.2685,0.02355,TWC,Three-way catalyst,N,,,N,No averaging
