After Hours Change (Realtime),Annualized Gain,Ask,Ask (Realtime),Ask Size,Average Daily Volume,Bid,Bid (Realtime),Bid Size,Book Value Per Share,Change,Change Change In Percent,Change From Fiftyday Moving Average,Change From Two Hundredday Moving Average,Change From Year High,Change From Year Low,Change In Percent,Change In Percent (Realtime),Change (Realtime),Commission,Currency,Days High,Days Low,Days Range,Days Range (Realtime),Days Value Change,Days Value Change (Realtime),Dividend Pay Date,Trailing Annual Dividend Yield,Trailing Annual Dividend Yield In Percent,Diluted E P S,E B I T D A,E P S Estimate Current Year,E P S Estimate Next Quarter,E P S Estimate Next Year,Ex Dividend Date,Fiftyday Moving Average,Shares Float,High Limit,Holdings Gain,Holdings Gain Percent,Holdings Gain Percent (Realtime),Holdings Gain (Realtime),Holdings Value,Holdings Value (Realtime),Last Trade Date,Last Trade Price Only,Last Trade (Realtime) With Time,Last Trade Size,Last Trade Time,Last Trade With Time,Low Limit,Market Capitalization,Market Cap (Realtime),More Info,Name,Notes,Oneyr Target Price,Open,Order Book (Realtime),P E G Ratio,P E Ratio,P E Ratio (Realtime),Percent Change From Fiftyday Moving Average,Percent Change From Two Hundredday Moving Average,Change In Percent From Year High,Percent Change From Year Low,Previous Close,Price Book,Price E P S Estimate Current Year,Price E P S Estimate Next Year,Price Paid,Price Sales,Revenue,Shares Owned,Shares Outstanding,Short Ratio,Stock Exchange,Symbol,Ticker Trend,Trade Date,Trade Links,Trade Links Additional,Two Hundredday Moving Average,Volume,Year High,Year Low,Year Range
,,,,100.0,151535.0,,,100.0,26.72,0.81,,1.7,11.09,-4.66,38.75,0.0068000000000000005,,,,,,,,,,,,,,,196760000.0,6.57,1.6,6.99,,117.99,16469000.0,,,,,,,,,119.69,,9724.0,,,,2029999999.9999998,,,,,113.67,,,1.81,,,0.0144,0.10210000000000001,-0.0375,0.47869999999999996,,4.45,18.22,17.12,,1.39,1460000000.0,,16999000.0,14.6,,,,,,,108.6,,,,
,,,,100.0,905555.0,,,100.0,14.69,0.12,,3.01,5.39,-0.44,8.54,0.0040999999999999995,,,,,,,,,,,,,,,217000000.0,1.09,0.3,1.63,,26.55,68196000.0,,,,,,,,,29.56,,16470.0,,,,2049999999.9999998,,,,,31.4,,,1.31,,,0.1133,0.2229,-0.0147,0.40630000000000005,,2.0,27.12,18.13,,0.93,2190000000.0,,69300000.0,9.2,,,,,,,24.17,,,,
,,,,300.0,38084.0,,,100.0,21.28,0.01,,-0.2,-0.45,-2.92,1.01,0.0006,,,,,,,,,,,,,,,0.0,0.42,0.0,2.06,,17.84,6013000.0,,,,,,,,,17.64,,149.0,,,,132460000.00000001,,,,,21.17,,,0.0,,,-0.011399999999999999,-0.0246,-0.142,0.060700000000000004,,0.83,,,,16.92,7820000.0,,7509000.0,3.5,,,,,,,18.09,,,,
,,,,1000.0,20209100.0,,,300.0,20.87,-0.3,,-0.33,-4.28,-14.99,1.55,-0.0197,,,,,,,,,,,,,,,6500000000.0,0.01,-0.09,0.21,,15.26,651141000.0,,,,,,,,,14.93,,342856.0,,,,9900000000.0,,,,,18.16,,,-25.6,,,-0.0215,-0.2229,-0.501,0.1158,,0.73,1493.0,71.1,,0.48,20950000000.0,,663319000.0,4.4,,,,,,,19.21,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,200.0,235929.0,,,9400.0,5.49,0.16,,0.74,-0.32,-4.48,2.54,0.0223,,,,,,,,,,,,,,,0.0,2.54,0.0,2.47,,6.6,35062000.0,,,,,,,,,7.34,,223.0,,,,343150000.0,,,,,10.0,,,0.0,,,0.11140000000000001,-0.0417,-0.379,0.5292,,1.31,,,,3.5,96000000.0,,46750000.0,4.2,,,,,,,7.66,,,,
,,,,100.0,406540.0,,,100.0,20.08,-0.03,,-2.06,-2.35,-7.17,6.49,-0.0009,,,,,,,,,,,,,,,135120000.0,1.27,0.49,1.65,,33.94,52834000.0,,,,,,,,,31.88,,13419.0,,,,1720000000.0,,,,,35.56,,,3.35,,,-0.060700000000000004,-0.06849999999999999,-0.18359999999999999,0.2556,,1.59,25.1,19.32,,3.6,477980000.0,,53890000.0,3.1,,,,,,,34.23,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,200.0,36555.0,,,300.0,20.59,0.38,,2.17,3.53,-2.04,11.67,0.0075,,,,,,,,,,,,,,,102050000.0,2.54,0.36,2.72,,48.78,13909000.0,,,,,,,,,50.95,,2502.0,,,,743560000.0,,,,,47.0,,,6.79,,,0.0444,0.07440000000000001,-0.0385,0.29710000000000003,,2.46,20.06,18.73,,1.48,498830000.0,,14594000.0,7.3,,,,,,,47.42,,,,
,,,,800.0,8334880.0,,,600.0,82.48,-0.04,,1.38,-3.63,-28.19,8.03,-0.0004,,,,,,,,,,,,,,,36490000000.0,3.7,0.78,6.45,,105.54,1874915000.0,,,,,,,,,106.91,,408431.0,,,,201010000000.0,,,,,113.69,,,-16.71,,,0.013000000000000001,-0.032799999999999996,-0.20870000000000002,0.0812,,1.3,28.89,16.58,,1.05,192310000000.0,,1880180000.0,3.2,,,,,,,110.54,,,,
,,,,300.0,2374480.0,,,400.0,25.4,-0.01,,2.98,3.12,-38.35,17.46,-0.0002,,,,,,,,,,,,,,,1180000000.0,5.64,1.45,5.43,,46.64,106439000.0,,,,,,,,,49.62,,17060.0,,,,5360000000.0,,,,,53.56,,,1.01,,,0.0638,0.067,-0.43590000000000007,0.5429,,1.95,8.8,9.14,,0.41,12970000000.0,,108011000.0,5.2,,,,,,,46.5,,,,
,,,,300.0,2159310.0,,,200.0,6.33,0.01,,-0.27,1.24,-1.41,3.18,0.0006,,,,,,,,,,,,,,,286760000.0,0.79,0.24,0.94,,17.84,134053000.0,,,,,,,,,17.57,,20664.0,,,,2620000000.0,,,,,19.03,,,1.4,,,-0.0151,0.0759,-0.0743,0.22100000000000003,,2.77,22.24,18.69,,0.98,2680000000.0,,148997000.0,5.8,,,,,,,16.33,,,,
,,,,100.0,1071900.0,,,300.0,17.55,0.1,,-0.02,-0.1,-1.15,0.7,0.0063,,,,,,,,,,,,,,,0.0,2.43,0.6,2.48,,15.92,193061000.0,,,,,,,,,15.9,,17120.0,,,,3270000000.0,,,,,15.44,,,0.86,,,-0.0011,-0.0063,-0.0674,0.0461,,0.9,6.54,6.41,,5.21,622990000.0,,205555000.0,2.3,,,,,,,16.0,,,,
,,,,1000.0,142784.0,,,100.0,3.3,-0.26,,0.11,0.5,-1.32,1.29,-0.0461,,,,,,,,,,,,,,,46390000.0,0.24,0.04,0.2,,5.27,20172000.0,,,,,,,,,5.38,,2773.0,,,,392760000.0,,,,,6.75,,,0.78,,,0.020499999999999997,0.1035,-0.197,0.3154,,1.71,22.42,26.9,,4.09,100710000.0,,73003000.0,0.6,,,,,,,4.88,,,,
,,,,700.0,144395.0,,,300.0,1.7,-0.09,,0.2,0.27,-1.14,1.28,-0.022799999999999997,,,,,,,,,,,,,,,22240000.0,0.32,0.0,0.32,,3.66,32433000.0,,,,,,,,,3.86,,370.0,,,,230030000.0,,,,,2.89,,,0.0,,,0.055400000000000005,0.0739,-0.228,0.4961,,2.32,,,,2.89,81530000.0,,59592000.0,1.2,,,,,,,3.59,,,,
,,,,100.0,90797.0,,,100.0,2.08,1.14,,3.16,4.21,-0.24,8.09,0.0592,,,,,,,,,,,,,,,27920000.0,0.84,0.22,1.04,,17.24,13905000.0,,,,,,,,,20.4,,1009.0,,,,728670000.0,,,,,24.5,,,0.58,,,0.1834,0.26030000000000003,-0.0116,0.6572,,9.28,24.29,19.62,,6.88,99980000.0,,35719000.0,0.7,,,,,,,16.19,,,,
,,,,100.0,34106.0,,,500.0,19.1,1.2,,13.16,17.36,-1.5,25.8,0.0304,,,,,,,,,,,,,,,2290000000.0,0.44,0.0,0.44,,27.49,72286000.0,,,,,,,,,40.65,,1463.0,,,,10300000000.0,,,,,174.83,,,8.35,,,0.47880000000000006,0.7451000000000001,-0.0356,1.7374,,2.07,92.39,92.39,,0.66,15150000000.0,,253485000.0,4.0,,,,,,,23.29,,,,
,,,,400.0,38016.0,,,200.0,0.0,-0.15,,2.07,1.3,-1.48,3.79,-0.006999999999999999,,,,,,,,,,,,,,,0.0,,0.0,,,19.22,,,,,,,,,,21.29,,100.0,,,,,,,,,,,,0.0,,,0.1079,0.065,-0.065,0.21660000000000001,,,,,,,,,,0.0,,,,,,,19.99,,,,
,,,,1400.0,124924.0,,,14300.0,9.99,0.0,,-0.01,-0.03,-2.12,0.51,0.0,,,,,,,,,,,,,,,53260000.0,1.24,0.0,,,1.89,21957000.0,,,,,,,,,1.88,,100.0,,,,65300000.0,,,,,11.0,,,0.0,,,-0.005600000000000001,-0.0141,-0.53,0.37229999999999996,,0.19,,,,0.26,247820000.0,,34732000.0,11.6,,,,,,,1.91,,,,
,,,,100.0,234465.0,,,100.0,24.33,0.12,,14.12,24.06,-0.34,40.23,0.0015,,,,,,,,,,,,,,,7880000000.0,3.2,0.0,3.36,,64.41,588081000.0,,,,,,,,,78.53,,10025.0,,,,147980000000.0,,,,,71.21,,,1.76,,,0.21920000000000003,0.44170000000000004,-0.0043,1.0504,,3.22,24.54,23.37,,2.06,71750000000.0,,1884333000.0,4.8,,,,,,,54.47,,,,
,,,,5000.0,488856.0,,,2000.0,4.47,0.05,,0.48,0.45,-1.07,0.84,0.0181,,,,,,,,,,,,,,,65910000.0,-0.25,0.0,-0.49,,2.33,68945000.0,,,,,,,,,2.81,,312.0,,,,348310000.0,,,,,0.9,,,0.0,,,0.2065,0.18910000000000002,-0.2758,0.4264,,0.62,,,,0.36,947690000.0,,123955000.0,5.1,,,,,,,2.36,,,,
,,,,100.0,1017690.0,,,100.0,33.81,-0.74,,5.25,8.76,-0.79,27.0,-0.0102,,,,,,,,,,,,,,,38300000000.0,,0.0,,,66.24,1114711000.0,,,,,,,,,71.49,,10464.0,,,,292230000000.0,,,,,76.94,,,0.0,,,0.0793,0.13970000000000002,-0.010900000000000002,0.6069,,2.14,,,,2.85,103520000000.0,,4087685000.0,2.2,,,,,,,62.73,,,,
,,,,200.0,80686.0,,,5000.0,1.36,0.0769,,0.5803,0.5954,-0.3331,0.9569,0.035114,,,,,,,,,,,,,,,7050000.0,-0.01,-0.01,0.06,,1.6866,20199000.0,,,,,,,,,2.2669,,100.0,,,,223740000.0,,,,,1.0,,,14.02,,,0.34408900000000003,0.35619100000000004,-0.128115,0.730458,,1.6103,,37.7817,,0.4535,476610000.0,,98699000.0,0.8,,,,,,,1.6715,,,,
,,,,100.0,67076.0,,,100.0,10.516,-0.051,,0.028,-0.161,-2.081,0.229,-0.04016,,,,,,,,,,,,,,,51710000.0,1.52,0.0,1.53,,1.191,11427000.0,,,,,,,,,1.219,,83.0,,,,31360000.0,,,,,7.0,,,0.0,,,0.02314,-0.11657000000000001,-0.63061,0.23131000000000002,,0.121,,,,0.083,392770000.0,,25725000.0,8.8,,,,,,,1.38,,,,
,,,,200.0,180579.0,,,400.0,80.9,-0.33,,6.36,4.93,-18.91,11.66,-0.0038,,,,,,,,,,,,,,,26280000000.0,5.0,0.0,7.18,,80.61,345355000.0,,,,,,,,,86.97,,4748.0,,,,102870000000.0,,,,,82.03,,,-3.41,,,0.0788,0.0601,-0.1786,0.15480000000000002,,1.08,17.39,12.11,,0.23,456050000000.0,,1182803000.0,2.1,,,,,,,82.04,,,,
,,,,200.0,96202.0,,,200.0,29.4,2.09,,21.98,28.65,-1.37,38.11,0.0414,,,,,,,,,,,,,,,2530000000.0,0.42,0.0,0.46,,30.6,84656000.0,,,,,,,,,52.58,,2856.0,,,,10320000000.0,,,,,23.58,,,5.84,,,0.7183,1.1972,-0.025400000000000002,2.6337,,1.72,125.19,114.3,,0.57,17520000000.0,,196351000.0,3.1,,,,,,,23.93,,,,
,,,,200.0,36076.0,,,100.0,57.7,-1.98,,11.92,14.78,-1.98,32.0,-0.0253,,,,,,,,,,,,,,,15310000000.0,5.21,0.0,5.1,,64.38,179410000.0,,,,,,,,,76.3,,1230.0,,,,61750000000.0,,,,,70.51,,,0.91,,,0.18510000000000001,0.2403,-0.0253,0.7223,,1.36,14.64,14.96,,1.21,52350000000.0,,809320000.0,4.5,,,,,,,61.52,,,,
,,,,1000.0,461155.0,,,400.0,15.33,-0.53,,1.71,2.57,-0.62,4.88,-0.0291,,,,,,,,,,,,,,,15140000000.0,0.95,0.0,1.15,,15.96,524487000.0,,,,,,,,,17.67,,9906.0,,,,42310000000.0,,,,,17.22,,,0.85,,,0.10710000000000001,0.1699,-0.0339,0.3815,,1.19,18.6,15.37,,0.95,45940000000.0,,2394700000.0,6.6,,,,,,,15.1,,,,
,,,,100.0,13874.0,,,100.0,0.06,-0.02,,0.09,-0.03,-2.7,0.44,-0.0094,,,,,,,,,,,,,,,14900000.0,0.25,0.0,0.22,,2.01,1491491000.0,,,,,,,,,2.1,,100.0,,,,7650000000.0,,,,,2.07,,,0.0,,,0.044800000000000006,-0.0139,-0.5625,0.2651,,35.93,,,,43.57,177260000.0,,3643471000.0,5.2,,,,,,,2.13,,,,
,,,,200.0,38087.0,,,200.0,0.0,-0.08,,0.71,1.66,-2.11,3.75,-0.0039000000000000003,,,,,,,,,,,,,,,269460000.0,2.6,0.56,2.67,,19.64,14620000.0,,,,,,,,,20.35,,101.0,,,,777270000.0,,,,,19.0,,,0.78,,,0.0361,0.0889,-0.09390000000000001,0.2259,,,7.86,7.62,,0.29,2650000000.0,,38195000.0,1.5,,,,,,,18.69,,,,
,,,,1900.0,13487.0,,,500.0,8.15,0.02,,0.02,-0.03,-1.35,0.31,0.0154,,,,,,,,,,,,,,,48430000.0,1.01,0.0,1.2,,1.3,6692000.0,,,,,,,,,1.32,,4000.0,,,,68150000.0,,,,,3.6,,,0.0,,,0.0158,-0.021800000000000003,-0.5056,0.3069,,0.16,,,,0.12,570220000.0,,51625000.0,12.0,,,,,,,1.35,,,,
,,,,200.0,426315.0,,,300.0,64.86,31.3,,16.08,15.85,-44.95,210.61,0.048,,,,,,,,,,,,,,,828250000.0,17.22,4.47,20.64,,666.94,30462000.0,,,,,,,,,683.02,,16320.0,,,,21190000000.0,,,,,740.0,,,1.77,,,0.024100000000000003,0.023799999999999998,-0.0617,0.4458,,10.05,39.66,33.09,,4.92,4110000000.0000005,,31022000.0,2.7,,,,,,,667.17,,,,
,,,,100.0,127852.0,,,100.0,-7.54,-0.32,,-1.25,4.89,-3.14,18.75,-0.0051,,,,,,,,,,,,,,,216260000.0,2.22,0.65,2.52,,63.42,41553000.0,,,,,,,,,62.17,,13635.0,,,,3530000000.0,,,,,58.64,,,3.38,,,-0.0197,0.08539999999999999,-0.0481,0.4318,,,28.0,24.67,,4.69,757970000.0,,56858000.0,6.8,,,,,,,57.28,,,,
,,,,700.0,273495.0,,,4800.0,3.69,-0.1,,0.28,-0.42,-5.59,1.51,-0.0175,,,,,,,,,,,,,,,21420000.0,0.13,0.04,0.3,,5.35,35765000.0,,,,,,,,,5.63,,6061.0,,,,207390000.0,,,,,6.33,,,1.05,,,0.0521,-0.0687,-0.49820000000000003,0.3665,,1.55,43.31,18.77,,0.5,418580000.0,,36837000.0,12.6,,,,,,,6.05,,,,
,,,,1100.0,1153080.0,,,800.0,70.11,0.03,,-0.35,0.51,-4.79,14.11,0.0003,,,,,,,,,,,,,,,3120000000.0,7.53,1.86,7.85,,100.86,229903000.0,,,,,,,,,100.51,,156231.0,,,,23200000000.0,,,,,102.47,,,3.09,,,-0.0034999999999999996,0.0051,-0.0455,0.16329999999999997,,1.43,13.35,12.8,,1.65,14060000000.0,,230856000.0,8.2,,,,,,,100.0,,,,
,,,,100.0,128255.0,,,100.0,15.18,0.04,,0.51,1.61,-0.46,3.01,0.0013000000000000002,,,,,,,,,,,,,,,2510000000.0,1.5,0.0,1.52,,31.45,445618000.0,,,,,,,,,31.96,,1605.0,,,,24790000000.0,,,,,28.03,,,-106.85,,,0.0161,0.053099999999999994,-0.014199999999999999,0.10400000000000001,,2.1,21.31,21.03,,3.38,7320000000.0,,775744000.0,56.6,,,,,,,30.35,,,,
,,,,200.0,652374.0,,,200.0,15.76,-0.03,,0.6,7.4,-0.76,22.05,-0.0003,,,,,,,,,,,,,,,738800000.0,3.26,0.71,3.57,,85.3,130131000.0,,,,,,,,,85.9,,32352.0,,,,11220000000.0,,,,,87.29,,,2.7,,,0.0070999999999999995,0.0943,-0.0088,0.3453,,5.45,26.35,24.06,,3.4,3300000000.0,,130566000.0,6.3,,,,,,,78.5,,,,
,,,,900.0,166000.0,,,1100.0,4.14,-0.03,,-0.11,0.38,-1.21,1.04,-0.0077,,,,,,,,,,,,,,,22180000.0,0.13,0.02,0.17,,3.99,69716000.0,,,,,,,,,3.88,,14394.0,,,,305170000.0,,,,,6.0,,,2.06,,,-0.027200000000000002,0.1085,-0.2377,0.36619999999999997,,0.95,29.85,22.82,,0.36,863610000.0,,78651000.0,8.5,,,,,,,3.5,,,,
,,,,8100.0,2840510.0,,,17200.0,-0.82,-0.12,,-0.48,1.57,-3.08,6.09,-0.006,,,,,,,,,,,,,,,164370000.0,1.11,0.34,1.47,,20.34,105913000.0,,,,,,,,,19.86,,547559.0,,,,2150000000.0,,,,,24.89,,,1.05,,,-0.0236,0.0857,-0.1343,0.44229999999999997,,,17.89,13.51,,0.95,2280000000.0,,108281000.0,5.2,,,,,,,18.29,,,,
,,,,100.0,1540420.0,,,200.0,41.55,1.13,,7.76,25.57,-0.15,59.84,0.0085,,,,,,,,,,,,,,,3890000000.0,8.46,2.26,9.39,,125.55,250841000.0,,,,,,,,,133.31,,265036.0,,,,34450000000.0,,,,,137.8,,,1.39,,,0.0618,0.2373,-0.0011,0.8145,,3.18,15.76,14.2,,0.98,34910000000.0,,258442000.0,1.8,,,,,,,107.74,,,,
,,,,300.0,1420200.0,,,300.0,51.38,-0.81,,11.91,14.38,-25.7,33.27,-0.0064,,,,,,,,,,,,,,,1630000000.0,-0.29,-0.22,1.81,,113.1,85824000.0,,,,,,,,,125.01,,59865.0,,,,10950000000.0,,,,,128.52,,,14.7,,,0.10529999999999999,0.13,-0.1705,0.3627,,2.45,,69.07,,4.55,2420000000.0,,87597000.0,2.7,,,,,,,110.63,,,,
,,,,25000.0,1010680.0,,,14900.0,-3.72,-0.03,,0.08,0.24,-0.52,0.76,-0.008199999999999999,,,,,,,,,,,,,,,356000000.0,-0.1,-0.03,0.01,,3.53,207338000.0,,,,,,,,,3.61,,64264.0,,,,756550000.0,,,,,3.88,,,-11.93,,,0.0221,0.0725,-0.1259,0.26670000000000005,,,,,,0.6,1280000000.0,,209570000.0,5.6,,,,,,,3.37,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.0,754919.0,,,100.0,9.69,0.14,,0.88,6.37,-2.04,16.04,0.0032,,,,,,,,,,,,,,,561090000.0,2.17,0.69,2.38,,42.76,103519000.0,,,,,,,,,43.64,,24029.0,,,,5010000000.0,,,,,45.15,,,1.34,,,0.020499999999999997,0.171,-0.0447,0.5811999999999999,,4.49,20.11,18.34,,1.9,2630000000.0,,114821000.0,2.1,,,,,,,37.27,,,,
,,,,100.0,136250.0,,,100.0,27.94,0.01,,0.49,-4.7,-28.12,7.66,0.0002,,,,,,,,,,,,,,,105770000.0,2.96,0.65,3.47,,54.52,17258000.0,,,,,,,,,55.01,,2792.0,,,,972740000.0,,,,,59.67,,,3.79,,,0.0089,-0.0788,-0.3383,0.1618,,1.97,18.58,15.85,,1.16,841450000.0,,17683000.0,4.0,,,,,,,59.71,,,,
,,,,100.0,1529270.0,,,100.0,50.13,1.72,,1.75,0.76,-3.03,6.14,0.0378,,,,,,,,,,,,,,,0.0,3.38,0.76,4.24,,45.45,175525000.0,,,,,,,,,47.2,,69683.0,,,,8310000000.000001,,,,,53.56,,,1.26,,,0.0385,0.0165,-0.060300000000000006,0.1495,,0.91,13.96,11.13,,3.15,2540000000.0,,175995000.0,6.1,,,,,,,46.44,,,,
,,,,400.0,114427.0,,,400.0,0.0,-0.01,,0.24,0.22,-1.41,1.12,-0.0006,,,,,,,,,,,,,,,0.0,,0.0,,,15.86,,,,,,,,,,16.1,,471.0,,,,,,,,,,,,0.0,,,0.015,0.013700000000000002,-0.0805,0.0748,,,,,,,,,,0.0,,,,,,,15.88,,,,
,,,,500.0,20511700.0,,,300.0,66.16,0.3,,0.02,0.39,-4.52,6.35,0.0058,,,,,,,,,,,,,,,0.0,5.36,1.33,5.85,,52.41,3027055000.0,,,,,,,,,52.43,,507706.0,,,,159060000000.0,,,,,61.68,,,0.42,,,0.0004,0.0075,-0.07940000000000001,0.1378,,0.79,9.78,8.96,,2.26,70050000000.0,,3033851000.0,1.8,,,,,,,52.04,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.0,3092640.0,,,400.0,35.3,0.07,,0.24,0.95,-0.73,3.76,0.0028000000000000004,,,,,,,,,,,,,,,0.0,1.59,0.37,2.02,,24.87,316164000.0,,,,,,,,,25.11,,69126.0,,,,13710000000.0,,,,,26.47,,,1.58,,,0.0095,0.0392,-0.028300000000000002,0.1761,,0.71,15.79,12.43,,3.13,4370000000.0,,545901000.0,0.0,,,,,,,24.16,,,,
,,,,300.0,77784.0,,,400.0,5.16,0.01,,-0.57,-1.02,-2.4,0.42,0.0017000000000000001,,,,,,,,,,,,,,,518000.0,0.11,0.0,0.12,,6.6,40927000.0,,,,,,,,,6.03,,4043.0,,,,301990000.0,,,,,7.0,,,0.0,,,-0.086,-0.1445,-0.2847,0.07490000000000001,,1.17,,,,1.31,230230000.0,,50081000.0,50.6,,,,,,,7.05,,,,
,,,,1200.0,802436.0,,,100.0,49.07,0.2,,1.47,9.14,-0.18,23.68,0.0022,,,,,,,,,,,,,,,0.0,4.44,1.09,5.04,,89.56,47384000.0,,,,,,,,,91.03,,6945.0,,,,4990000000.0,,,,,88.12,,,1.86,,,0.016399999999999998,0.1116,-0.002,0.35159999999999997,,1.85,20.5,18.06,,3.89,1280000000.0,,54785000.0,3.5,,,,,,,81.89,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.0,44195.0,,,200.0,0.0,-0.07,,0.57,0.35,-0.5,1.36,-0.005200000000000001,,,,,,,,,,,,,,,0.0,-0.1,-0.06,0.13,,12.7,,,,,,,,,,13.27,,127.0,,,,,,,,,15.0,,,0.0,,,0.044500000000000005,0.0271,-0.0363,0.1142,,,,102.08,,,,,,0.0,,,,,,,12.92,,,,
,,,,11600.0,2296090.0,,,14400.0,8.04,0.11,,0.32,-3.83,-24.92,1.23,0.0326,,,,,,,,,,,,,,,331040000.0,-0.57,-0.1,-0.7,,3.16,89907000.0,,,,,,,,,3.48,,19403.0,,,,373690000.0,,,,,4.13,,,0.0,,,0.1,-0.524,-0.8775000000000001,0.5467000000000001,,0.42,,,,0.38,942890000.0,,107381000.0,1.2,,,,,,,7.31,,,,
,,,,100.0,84094.0,,,100.0,3.07,0.18,,1.09,3.37,-0.28,9.05,0.0087,,,,,,,,,,,,,,,134060000.0,0.69,0.19,0.87,,19.84,11699000.0,,,,,,,,,20.93,,1062.0,,,,773360000.0,,,,,22.14,,,0.0,,,0.055,0.1918,-0.013200000000000002,0.7618,,6.77,30.33,24.06,,0.6,1290000000.0,,36950000.0,3.8,,,,,,,17.56,,,,
,,,,100.0,258166.0,,,100.0,21.98,-0.27,,0.16,1.14,-2.74,11.82,-0.0040999999999999995,,,,,,,,,,,,,,,277600000.0,3.21,0.91,3.55,,65.82,49865000.0,,,,,,,,,65.98,,11650.0,,,,3310000000.0,,,,,74.33,,,1.98,,,0.0025,0.0177,-0.039900000000000005,0.2182,,3.01,20.55,18.59,,2.14,1550000000.0,,50159000.0,10.5,,,,,,,64.84,,,,
,,,,200.0,208265.0,,,200.0,32.69,-0.24,,4.61,-10.63,-92.29,12.2,-0.0044,,,,,,,,,,,,,,,297950000.0,-4.14,-1.07,-1.77,,50.03,5891000.0,,,,,,,,,54.64,,3015.0,,,,664910000.0,,,,,56.67,,,0.0,,,0.09210000000000002,-0.1629,-0.6281,0.28750000000000003,,1.68,,,,1.46,456770000.0,,12169000.0,2.9,,,,,,,65.27,,,,
,,,,400.0,628506.0,,,400.0,21.44,-0.09,,0.07,5.4,-9.33,13.15,-0.0016,,,,,,,,,,,,,,,511310000.0,1.86,0.55,2.27,,56.13,53448000.0,,,,,,,,,56.2,,8634.0,,,,3310000000.0,,,,,61.88,,,2.53,,,0.0013000000000000002,0.10640000000000001,-0.1424,0.3055,,2.63,30.22,24.76,,0.97,3400000000.0,,58912000.0,9.1,,,,,,,50.8,,,,
,,,,100.0,217863.0,,,100.0,-0.96,-0.21,,0.93,2.14,-0.46,4.65,-0.019,,,,,,,,,,,,,,,715160000.0,-0.05,0.03,0.04,,9.94,33222000.0,,,,,,,,,10.87,,18138.0,,,,3890000000.0,,,,,10.83,,,-73.87,,,0.0935,0.24550000000000002,-0.0406,0.7476,,,,271.75,,1.34,2960000000.0,,358198000.0,5.2,,,,,,,8.73,,,,
,,,,300.0,168516.0,,,1300.0,0.0,-0.06,,-0.16,-0.81,-3.59,1.43,-0.0038,,,,,,,,,,,,,,,0.0,,0.0,,,16.0,,,,,,,,,,15.84,,69.0,,,,,,,,,,,,0.0,,,-0.0102,-0.048499999999999995,-0.18480000000000002,0.0992,,,,,,,,,,0.0,,,,,,,16.65,,,,
,,,,100.0,171115.0,,,100.0,0.0,0.01,,-0.16,-0.97,-4.94,2.63,0.0004,,,,,,,,,,,,,,,0.0,,0.0,,,25.56,,,,,,,,,,25.4,,400.0,,,,,,,,,,,,0.0,,,-0.0062,-0.037000000000000005,-0.16280000000000003,0.1155,,,,,,,,,,0.0,,,,,,,26.37,,,,
