After Hours Change (Realtime),Annualized Gain,Ask,Ask (Realtime),Ask Size,Average Daily Volume,Bid,Bid (Realtime),Bid Size,Book Value Per Share,Change,Change Change In Percent,Change From Fiftyday Moving Average,Change From Two Hundredday Moving Average,Change From Year High,Change From Year Low,Change In Percent,Change In Percent (Realtime),Change (Realtime),Commission,Currency,Days High,Days Low,Days Range,Days Range (Realtime),Days Value Change,Days Value Change (Realtime),Dividend Pay Date,Trailing Annual Dividend Yield,Trailing Annual Dividend Yield In Percent,Diluted E P S,E B I T D A,E P S Estimate Current Year,E P S Estimate Next Quarter,E P S Estimate Next Year,Ex Dividend Date,Fiftyday Moving Average,Shares Float,High Limit,Holdings Gain,Holdings Gain Percent,Holdings Gain Percent (Realtime),Holdings Gain (Realtime),Holdings Value,Holdings Value (Realtime),Last Trade Date,Last Trade Price Only,Last Trade (Realtime) With Time,Last Trade Size,Last Trade Time,Last Trade With Time,Low Limit,Market Capitalization,Market Cap (Realtime),More Info,Name,Notes,Oneyr Target Price,Open,Order Book (Realtime),P E G Ratio,P E Ratio,P E Ratio (Realtime),Percent Change From Fiftyday Moving Average,Percent Change From Two Hundredday Moving Average,Change In Percent From Year High,Percent Change From Year Low,Previous Close,Price Book,Price E P S Estimate Current Year,Price E P S Estimate Next Year,Price Paid,Price Sales,Revenue,Shares Owned,Shares Outstanding,Short Ratio,Stock Exchange,Symbol,Ticker Trend,Trade Date,Trade Links,Trade Links Additional,Two Hundredday Moving Average,Volume,Year High,Year Low,Year Range
,,,,600.0,2660330.0,,,1000.0,6.08,0.08,,0.19,1.16,-11.74,5.52,0.0037,,,,,,,,,,,,,,,412400000.0,1.3,0.39,1.51,,21.57,125396000.0,,,,,,,,,21.76,,25203.0,,,,2950000000.0,,,,,23.11,,,1.5,,,0.0087,0.0562,-0.3504,0.33990000000000004,,3.57,16.74,14.41,,0.76,3890000000.0,,135624000.0,5.7,,,,,,,20.6,,,,
,,,,100.0,113677.0,,,200.0,12.27,-0.06,,0.88,-0.54,-5.64,2.54,-0.0045000000000000005,,,,,,,,,,,,,,,175390000.0,1.15,0.29,1.18,,12.35,13522000.0,,,,,,,,,13.23,,1306.0,,,,181420000.0,,,,,13.58,,,1.86,,,0.0709,-0.0393,-0.2989,0.23760000000000003,,1.08,11.5,11.21,,0.45,405470000.0,,13713000.0,11.1,,,,,,,13.77,,,,
,,,,100.0,850232.0,,,100.0,37.68,0.35,,1.07,12.64,-3.08,27.04,0.0042,,,,,,,,,,,,,,,810500000.0,5.1,1.28,5.75,,83.52,77902000.0,,,,,,,,,84.59,,30720.0,,,,6620000000.0,,,,,92.46,,,1.91,,,0.0128,0.17559999999999998,-0.0351,0.46990000000000004,,2.24,16.59,14.71,,0.32,20760000000.0,,78303000.0,1.5,,,,,,,71.95,,,,
,,,,300.0,2094040.0,,,400.0,13.2,0.09,,0.46,-0.43,-3.09,1.79,0.0051,,,,,,,,,,,,,,,4680000000.0,1.79,0.44,2.02,,17.22,1966893000.0,,,,,,,,,17.68,,20772.0,,,,34830000000.0,,,,,24.9,,,1.23,,,0.0265,-0.023799999999999998,-0.14880000000000002,0.1126,,1.33,9.88,8.75,,0.81,42670000000.0,,1969906000.0,2.5,,,,,,,18.11,,,,
,,,,400.0,7249420.0,,,400.0,31.14,0.41,,2.16,-0.65,-12.74,4.9,0.0143,,,,,,,,,,,,,,,4560000000.0,-1.21,-0.4,0.01,,27.02,674100000.0,,,,,,,,,29.18,,332036.0,,,,19690000000.0,,,,,31.38,,,2.5,,,0.0799,-0.021800000000000003,-0.3039,0.2018,,0.92,,2918.0,,1.78,10920000000.0,,674944000.0,1.2,,,,,,,29.83,,,,
,,,,300.0,3214050.0,,,100.0,39.24,0.56,,-0.49,8.43,-7.9,25.78,0.005600000000000001,,,,,,,,,,,,,,,5210000000.0,10.07,3.15,9.19,,100.91,270324000.0,,,,,,,,,100.42,,86742.0,,,,27420000000.0,,,,,116.19,,,1.1,,,-0.0049,0.0916,-0.0729,0.3454,,2.55,9.97,10.93,,0.3,91250000000.0,,273062000.0,1.7,,,,,,,91.99,,,,
,,,,100.0,210597.0,,,100.0,3.16,-0.27,,2.13,5.3,-1.32,22.99,-0.0069,,,,,,,,,,,,,,,87810000.0,1.47,0.38,1.69,,36.47,14187000.0,,,,,,,,,38.6,,1629.0,,,,1430000000.0,,,,,39.17,,,1.02,,,0.058300000000000005,0.1592,-0.033100000000000004,1.4728,,12.29,26.26,22.84,,2.52,572190000.0,,37072000.0,0.7,,,,,,,33.3,,,,
,,,,100.0,72506.0,,,100.0,12.45,-0.12,,1.57,3.88,-0.25,7.44,-0.0054,,,,,,,,,,,,,,,91070000.0,0.92,0.49,1.01,,20.39,18273000.0,,,,,,,,,21.96,,3538.0,,,,608070000.0,,,,,24.04,,,1.6,,,0.077,0.2147,-0.0113,0.5124000000000001,,1.77,23.87,21.74,,1.28,476460000.0,,27690000.0,4.5,,,,,,,18.08,,,,
,,,,100.0,152245.0,,,300.0,3.02,0.22,,0.39,-0.94,-5.9,0.88,0.0337,,,,,,,,,,,,,,,-26830000.0,-0.57,-0.16,-0.38,,6.36,23087000.0,,,,,,,,,6.75,,1225.0,,,,238950000.0,,,,,13.63,,,-0.45,,,0.0617,-0.1223,-0.46640000000000004,0.1499,,2.17,,,,2.33,99350000.0,,35400000.0,8.3,,,,,,,7.69,,,,
,,,,200.0,129374.0,,,4500.0,4.43,0.08,,-0.52,-1.75,-3.95,0.22,0.006999999999999999,,,,,,,,,,,,,,,581260000.0,,0.0,,,12.1,295508000.0,,,,,,,,,11.58,,504.0,,,,4750000000.0,,,,,,,,0.0,,,-0.043,-0.13140000000000002,-0.2543,0.0194,,2.59,,,,1.49,3160000000.0,,410336000.0,2.8,,,,,,,13.33,,,,
,,,,200.0,11406.0,,,100.0,2.19,-0.03,,0.13,0.7,-0.62,2.63,-0.0034999999999999996,,,,,,,,,,,,,,,12720000.0,0.32,0.1,0.3,,8.37,10461000.0,,,,,,,,,8.5,,669.0,,,,325790000.0,,,,,8.25,,,2.75,,,0.0158,0.08990000000000001,-0.068,0.44799999999999995,,3.89,26.56,28.33,,1.91,171050000.0,,38328000.0,24.7,,,,,,,7.8,,,,
,,,,100.0,264476.0,,,100.0,9.96,-0.43,,-2.3,2.19,-5.19,9.02,-0.018000000000000002,,,,,,,,,,,,,,,26540000.0,0.98,0.57,1.41,,25.8,23674000.0,,,,,,,,,23.5,,16229.0,,,,568960000.0,,,,,27.5,,,1.27,,,-0.0892,0.1027,-0.1809,0.6229,,2.4,23.98,16.67,,0.86,673230000.0,,24211000.0,7.9,,,,,,,21.31,,,,
,,,,200.0,37568.0,,,100.0,543.98,-1.4,,21.34,80.6,-2.62,177.6,-0.0018,,,,,,,,,,,,,,,775140000.0,23.32,5.65,23.97,,760.29,13543000.0,,,,,,,,,781.63,,761.0,,,,10910000000.0,,,,,723.33,,,3.33,,,0.0281,0.115,-0.0033000000000000004,0.294,,1.44,33.52,32.61,,2.13,5130000000.0,,13962000.0,7.1,,,,,,,701.03,,,,
,,,,700.0,1038040.0,,,100.0,27.93,0.25,,1.12,-1.61,-16.3,10.45,0.0039000000000000003,,,,,,,,,,,,,,,922000000.0,0.8,0.16,1.32,,63.37,166899000.0,,,,,,,,,64.49,,28173.0,,,,12040000000.0,,,,,72.93,,,1.88,,,0.0176,-0.024300000000000002,-0.2018,0.19340000000000002,,2.3,80.61,48.86,,5.62,2140000000.0000002,,186751000.0,4.1,,,,,,,66.1,,,,
,,,,100.0,169569.0,,,200.0,33.65,-0.36,,1.08,7.31,-3.26,29.98,-0.0044,,,,,,,,,,,,,,,226000000.0,3.32,0.88,3.79,,79.51,24176000.0,,,,,,,,,80.59,,10093.0,,,,2590000000.0,,,,,81.71,,,1.62,,,0.013600000000000001,0.09970000000000001,-0.038900000000000004,0.5924,,2.41,24.27,21.26,,1.94,1340000000.0,,32141000.0,3.5,,,,,,,73.28,,,,
,,,,100.0,2083760.0,,,100.0,13.06,0.28,,0.36,1.6,-1.62,10.18,0.0049,,,,,,,,,,,,,,,2690000000.0,3.05,0.84,3.42,,56.76,536069000.0,,,,,,,,,57.12,,86506.0,,,,30780000000.0,,,,,60.29,,,1.55,,,0.0063,0.0288,-0.0276,0.2169,,4.35,18.73,16.7,,2.36,12950000000.0,,538779000.0,2.4,,,,,,,55.52,,,,
,,,,4500.0,197476.0,,,2100.0,1.2,-0.08,,0.49,1.59,-0.52,2.8,-0.012700000000000001,,,,,,,,,,,,,,,11510000.0,0.16,0.04,0.33,,5.71,31729000.0,,,,,,,,,6.2,,4763.0,,,,354770000.0,,,,,7.09,,,2.79,,,0.0851,0.34520000000000006,-0.07740000000000001,0.8235,,5.23,38.75,18.79,,2.53,141920000.0,,57221000.0,10.3,,,,,,,4.61,,,,
,,,,100.0,796214.0,,,100.0,64.66,1.53,,-2.14,14.29,-7.67,35.45,0.011200000000000002,,,,,,,,,,,,,,,588120000.0,5.2,1.66,7.05,,140.68,65580000.0,,,,,,,,,138.54,,20945.0,,,,9310000000.0,,,,,151.75,,,3.29,,,-0.0152,0.115,-0.0525,0.34390000000000004,,2.12,26.64,19.65,,3.44,2680000000.0,,67201000.0,6.8,,,,,,,124.25,,,,
,,,,300.0,3584350.0,,,300.0,2.68,0.26,,0.16,1.89,-0.83,7.07,0.0099,,,,,,,,,,,,,,,1000000000.0,1.24,0.37,1.55,,26.41,345682000.0,,,,,,,,,26.57,,336725.0,,,,9290000000.0,,,,,27.91,,,0.97,,,0.0059,0.0767,-0.030299999999999997,0.3626,,9.82,21.43,17.14,,1.08,8520000000.0,,349544000.0,4.2,,,,,,,24.68,,,,
,,,,100.0,213963.0,,,100.0,23.64,1.58,,4.4,9.62,-0.23,21.67,0.0232,,,,,,,,,,,,,,,116510000.0,1.09,0.47,2.4,,65.29,23439000.0,,,,,,,,,69.69,,5106.0,,,,2089999999.9999998,,,,,71.0,,,3.12,,,0.0674,0.1602,-0.0033000000000000004,0.45130000000000003,,2.88,63.94,29.04,,1.11,1840000000.0,,30043000.0,6.5,,,,,,,60.07,,,,
,,,,4700.0,1141050.0,,,3100.0,13.94,-0.36,,-1.16,-3.83,-24.44,2.81,-0.0188,,,,,,,,,,,,,,,395230000.0,1.75,0.37,1.99,,19.97,66796000.0,,,,,,,,,18.81,,42825.0,,,,1550000000.0,,,,,27.85,,,2.77,,,-0.0582,-0.16920000000000002,-0.5651,0.17559999999999998,,1.37,10.75,9.45,,0.34,4610000000.0,,82310000.0,5.2,,,,,,,22.64,,,,
,,,,300.0,5048710.0,,,100.0,5.89,-0.49,,-0.73,4.64,-4.43,18.97,-0.0055000000000000005,,,,,,,,,,,,,,,5430000000.0,3.48,0.88,4.16,,89.3,1146730000.0,,,,,,,,,88.57,,146248.0,,,,101720000000.0,,,,,98.29,,,1.53,,,-0.008100000000000001,0.0553,-0.047599999999999996,0.2726,,15.12,25.45,21.29,,10.8,9470000000.0,,1148453000.0,3.5,,,,,,,83.93,,,,
,,,,900.0,958140.0,,,400.0,11.81,0.79,,5.06,5.71,-2.69,13.17,0.029900000000000003,,,,,,,,,,,,,,,314360000.0,0.15,0.02,0.36,,22.19,62484000.0,,,,,,,,,27.25,,28722.0,,,,2089999999.9999998,,,,,27.08,,,2940.0,,,0.228,0.265,-0.0898,0.9354000000000001,,2.24,181.67,75.69,,5.52,367710000.0,,76728000.0,7.7,,,,,,,21.54,,,,
,,,,200.0,85976.0,,,100.0,22.49,1.01,,1.88,4.43,-0.95,13.01,0.026099999999999998,,,,,,,,,,,,,,,83720000.0,1.94,0.5,2.39,,37.77,19802000.0,,,,,,,,,39.65,,3822.0,,,,796970000.0,,,,,39.5,,,1.71,,,0.0499,0.1259,-0.0234,0.48840000000000006,,1.72,20.44,16.59,,0.69,1130000000.0,,20100000.0,7.0,,,,,,,35.22,,,,
,,,,100.0,245824.0,,,100.0,8.42,0.44,,1.31,7.77,-0.54,19.53,0.0106,,,,,,,,,,,,,,,203100000.0,1.81,0.44,2.05,,40.7,42870000.0,,,,,,,,,42.01,,8834.0,,,,1820000000.0,,,,,45.67,,,3.8,,,0.0322,0.22690000000000002,-0.012700000000000001,0.8688,,4.94,23.21,20.49,,1.05,1710000000.0,,43385000.0,3.7,,,,,,,34.24,,,,
,,,,500.0,5455.0,,,2800.0,-0.81,0.02,,0.06,0.09,-2.81,1.38,0.0033000000000000004,,,,,,,,,,,,,,,22420000.0,,0.0,,,6.0,6468000.0,,,,,,,,,6.06,,116.0,,,,113860000.0,,,,,,,,0.0,,,0.0096,0.015300000000000001,-0.3168,0.2949,,,,,,3.44,33009999.999999996,,18788000.0,34.4,,,,,,,5.97,,,,
,,,,200.0,531263.0,,,100.0,2.31,-0.49,,0.43,3.94,-0.51,8.33,-0.027000000000000003,,,,,,,,,,,,,,,-10870000.0,0.29,0.05,0.76,,17.26,15034000.0,,,,,,,,,17.69,,5038.0,,,,512570000.00000006,,,,,19.25,,,1.16,,,0.024700000000000003,0.2868,-0.027999999999999997,0.89,,7.88,61.0,23.28,,4.06,129800000.00000001,,28975000.0,0.9,,,,,,,13.75,,,,
,,,,100.0,540206.0,,,200.0,8.47,0.9,,4.59,14.18,-0.89,30.21,0.0134,,,,,,,,,,,,,,,277030000.0,2.37,0.62,2.84,,63.56,64246000.0,,,,,,,,,68.15,,24860.0,,,,4490000000.0,,,,,70.8,,,1.4,,,0.0722,0.2627,-0.0129,0.7963,,7.94,28.76,24.0,,2.51,1760000000.0,,65859000.0,1.7,,,,,,,53.97,,,,
,,,,300.0,244569.0,,,600.0,2.61,0.03,,0.25,0.83,-2.29,2.26,0.0034999999999999996,,,,,,,,,,,,,,,-3450000.0,0.49,0.1,0.66,,8.26,29991000.0,,,,,,,,,8.51,,1349.0,,,,323080000.0,,,,,12.0,,,0.83,,,0.029700000000000004,0.1075,-0.212,0.3616,,3.24,17.37,12.89,,2.42,133110000.00000001,,37965000.0,7.4,,,,,,,7.68,,,,
,,,,2100.0,418836.0,,,1700.0,0.07,0.06,,-1.23,-1.23,-2.93,0.19,0.0073,,,,,,,,,,,,,,,-9030000.0,-1.27,-0.28,-1.09,,9.54,9751000.0,,,,,,,,,8.31,,300.0,,,,212450000.0,,,,,12.0,,,-0.2,,,-0.129,-0.129,-0.2607,0.0234,,119.57,,,,1.98,106460000.0,,25566000.0,0.2,,,,,,,9.54,,,,
,,,,23200.0,1814290.0,,,12200.0,20.47,0.06,,0.39,0.29,-3.66,1.67,0.0063,,,,,,,,,,,,,,,0.0,0.63,0.14,0.4,,9.2,132565000.0,,,,,,,,,9.59,,36237.0,,,,1780000000.0,,,,,14.83,,,1.5,,,0.0421,0.0316,-0.2762,0.2109,,0.47,15.22,23.98,,1.33,1330000000.0,,185663000.0,5.1,,,,,,,9.3,,,,
,,,,1700.0,349290.0,,,17600.0,5.78,0.0,,-0.12,-1.0,-4.63,0.12,0.0,,,,,,,,,,,,,,,202190000.0,0.33,0.0,0.39,,1.99,61461000.0,,,,,,,,,1.87,,17474.0,,,,162950000.0,,,,,5.0,,,0.0,,,-0.0599,-0.3481,-0.7123,0.06860000000000001,,0.32,,,,0.14,1150000000.0,,87141000.0,5.1,,,,,,,2.87,,,,
,,,,100.0,737364.0,,,200.0,13.18,-0.13,,2.64,4.93,-0.95,12.83,-0.0017000000000000001,,,,,,,,,,,,,,,687600000.0,3.49,0.91,3.75,,75.11,123584000.0,,,,,,,,,77.75,,63097.0,,,,9940000000.0,,,,,75.0,,,3.05,,,0.0352,0.0678,-0.0121,0.19760000000000003,,5.91,22.28,20.73,,2.34,4260000000.0,,127785000.0,20.1,,,,,,,72.82,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,300.0,5524360.0,,,800.0,6.26,0.13,,1.41,1.39,-3.55,2.78,0.027400000000000004,,,,,,,,,,,,,,,72500000.0,-0.14,-0.05,0.1,,3.47,236126000.0,,,,,,,,,4.88,,59475.0,,,,1160000000.0,,,,,4.24,,,-2.05,,,0.4069,0.3994,-0.42110000000000003,1.3238,,0.76,,48.8,,0.49,2300000000.0,,237810000.0,9.4,,,,,,,3.49,,,,
,,,,300.0,7453340.0,,,400.0,13.35,1.25,,0.55,3.43,-5.98,10.18,0.0129,,,,,,,,,,,,,,,9610000000.0,4.93,1.27,5.32,,97.25,960272000.0,,,,,,,,,97.8,,688169.0,,,,94000000000.0,,,,,99.76,,,3.23,,,0.005699999999999999,0.0364,-0.0576,0.1162,,7.23,19.84,18.38,,3.38,27440000000.0,,961118000.0,1.8,,,,,,,94.37,,,,
,,,,1000.0,1751490.0,,,1100.0,1.47,0.02,,-0.07,-0.32,-2.22,0.07,0.0211,,,,,,,,,,,,,,,-32820000.0,0.03,0.0,0.07,,1.04,224264000.0,,,,,,,,,0.97,,8019.0,,,,291100000.0,,,,,2.68,,,0.0,,,-0.0672,-0.2469,-0.6959000000000001,0.07780000000000001,,0.65,,,,6.29,45300000.0,,300099000.0,15.8,,,,,,,1.29,,,,
,,,,100.0,1502000.0,,,100.0,1.79,-0.14,,0.67,11.98,-4.02,33.18,-0.0013000000000000002,,,,,,,,,,,,,,,1950000000.0,4.41,1.16,5.02,,104.44,265346000.0,,,,,,,,,105.11,,60523.0,,,,28750000000.0,,,,,114.11,,,1.63,,,0.006500000000000001,0.1286,-0.0368,0.46130000000000004,,58.67,23.83,20.94,,5.7,5050000000.0,,273500000.0,1.9,,,,,,,93.13,,,,
,,,,300.0,993631.0,,,300.0,39.15,1.06,,-2.21,12.27,-8.35,60.0,0.0047,,,,,,,,,,,,,,,3920000000.0,10.91,2.88,12.58,,226.54,231901000.0,,,,,,,,,224.34,,68719.0,,,,52240000000.0,,,,,246.12,,,1.18,,,-0.0097,0.0579,-0.0359,0.3651,,5.7,20.56,17.83,,0.3,173870000000.0,,232844000.0,1.7,,,,,,,212.07,,,,
,,,,100.0,1342700.0,,,700.0,16.06,0.27,,0.91,-1.31,-13.39,2.65,0.0121,,,,,,,,,,,,,,,889590000.0,1.14,0.19,1.26,,21.75,192176000.0,,,,,,,,,22.66,,48801.0,,,,4410000000.0,,,,,24.83,,,2.81,,,0.0418,-0.0545,-0.3714,0.13240000000000002,,1.39,19.88,17.98,,0.93,4670000000.0,,194420000.0,4.4,,,,,,,23.97,,,,
,,,,200.0,996350.0,,,200.0,2.84,1.19,,0.74,2.47,-2.77,21.45,0.0117,,,,,,,,,,,,,,,1070000000.0000001,4.0,0.97,4.42,,101.94,201634000.0,,,,,,,,,102.68,,87040.0,,,,20770000000.0,,,,,111.82,,,2.65,,,0.0072,0.024700000000000003,-0.0263,0.2641,,35.75,25.67,23.23,,4.66,4410000000.0,,202302000.0,3.3,,,,,,,100.21,,,,
,,,,800.0,462211.0,,,2600.0,9.14,0.02,,0.09,1.25,-0.09,3.28,0.0023,,,,,,,,,,,,,,,51260000.0,0.49,0.09,0.63,,8.46,38868000.0,,,,,,,,,8.55,,18773.0,,,,428270000.0,,,,,8.65,,,1.75,,,0.0101,0.1711,-0.010400000000000001,0.6224000000000001,,0.93,17.45,13.57,,0.58,742530000.0,,50090000.0,10.5,,,,,,,7.3,,,,
,,,,400.0,1437630.0,,,9200.0,19.46,0.11,,-1.8,2.72,-6.08,11.79,0.0022,,,,,,,,,,,,,,,976000000.0,1.97,0.56,2.31,,50.87,155185000.0,,,,,,,,,49.07,,98855.0,,,,8220000000.000001,,,,,52.6,,,3.11,,,-0.0353,0.058600000000000006,-0.11019999999999999,0.31629999999999997,,2.52,24.91,21.24,,1.46,5630000000.0,,167440000.0,2.4,,,,,,,46.35,,,,
,,,,1000.0,954547.0,,,5700.0,-1.19,-0.07,,-0.16,0.26,-1.18,0.86,-0.0519,,,,,,,,,,,,,,,450490000.0,-0.78,0.0,-0.67,,1.44,263940000.0,,,,,,,,,1.28,,2336.0,,,,532830000.00000006,,,,,1.52,,,0.01,,,-0.1104,0.2604,-0.4797,2.0476,,,,,,0.08,6890000000.0,,416270000.0,8.6,,,,,,,1.02,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,400.0,1026800.0,,,100.0,11.54,-0.21,,0.42,1.36,-7.1,4.2,-0.0125,,,,,,,,,,,,,,,234630000.0,0.51,0.12,1.3,,16.23,60802000.0,,,,,,,,,16.65,,283413.0,,,,2170000000.0,,,,,20.5,,,17.06,,,0.0257,0.0891,-0.2989,0.3373,,1.46,32.65,12.81,,3.25,674960000.0,,130161000.0,7.3,,,,,,,15.29,,,,
,,,,14100.0,2015110.0,,,4900.0,8.02,0.05,,0.07,0.85,-0.69,2.75,0.0034000000000000002,,,,,,,,,,,,,,,202700000.0,1.26,0.32,1.34,,14.86,167947000.0,,,,,,,,,14.93,,35789.0,,,,2570000000.0,,,,,15.64,,,1.17,,,0.0047,0.060599999999999994,-0.0442,0.2258,,1.86,11.85,11.14,,8.14,315090000.0,,172411000.0,2.7,,,,,,,14.08,,,,
,,,,200.0,90203.0,,,100.0,6.66,0.14,,-0.4,-0.94,-5.56,4.57,0.0046,,,,,,,,,,,,,,,42900000.0,1.83,0.46,2.08,,30.9,7451000.0,,,,,,,,,30.5,,1233.0,,,,370270000.0,,,,,31.46,,,0.96,,,-0.013000000000000001,-0.03,-0.1542,0.17620000000000002,,4.56,16.67,14.66,,1.29,285280000.0,,12140000.0,19.3,,,,,,,31.44,,,,
,,,,200.0,504948.0,,,100.0,0.0,-0.02,,-0.46,-1.21,-4.68,0.29,-0.0022,,,,,,,,,,,,,,,0.0,1.35,0.34,1.36,,9.36,,,,,,,,,,8.9,,18993.0,,,,,,,,,11.11,,,1.31,,,-0.0488,-0.1201,-0.3446,0.0337,,,6.59,6.54,,,,,,0.0,,,,,,,10.11,,,,
,,,,100.0,3663.0,,,1600.0,0.0,-0.04,,-0.12,-0.24,-1.04,0.4,-0.0016,,,,,,,,,,,,,,,0.0,,0.0,,,25.27,,,,,,,,,,25.15,,200.0,,,,40240000.0,,,,,,,,0.0,,,-0.0047,-0.0095,-0.039700000000000006,0.016200000000000003,,,,,,,,,1600000.0,0.0,,,,,,,25.39,,,,
,,,,100.0,6421.0,,,200.0,0.0,0.1,,0.2,0.56,-0.25,1.45,0.004,,,,,,,,,,,,,,,0.0,,0.0,,,25.0,,,,,,,,,,25.2,,100.0,,,,60480000.0,,,,,,,,0.0,,,0.0079,0.0225,-0.0098,0.0611,,,,,,,,,2400000.0,0.0,,,,,,,24.64,,,,
,,,,100.0,86673.0,,,100.0,-0.34,-0.39,,-0.08,-2.39,-6.14,1.56,-0.0334,,,,,,,,,,,,,,,35810000.0,1.13,0.27,1.47,,11.38,5615000.0,,,,,,,,,11.3,,765.0,,,,67800000.0,,,,,14.92,,,0.0,,,-0.006600000000000001,-0.17440000000000003,-0.3521,0.1602,,,10.0,7.69,,1.03,68370000.0,,6000000.0,4.7,,,,,,,13.69,,,,
,,,,100.0,565818.0,,,100.0,23.9,0.2,,1.25,8.26,-1.21,23.54,0.0027,,,,,,,,,,,,,,,558990000.0,3.53,0.88,3.93,,72.11,92945000.0,,,,,,,,,73.36,,16082.0,,,,6950000000.0,,,,,76.71,,,1.58,,,0.0174,0.1268,-0.016200000000000003,0.47250000000000003,,3.06,20.78,18.67,,2.84,2440000000.0,,94758000.0,11.7,,,,,,,65.1,,,,
,,,,1000.0,7978440.0,,,100.0,20.5,0.8,,0.32,5.56,-1.57,22.08,0.010400000000000001,,,,,,,,,,,,,,,5700000000.0,4.39,1.08,4.48,,77.61,982845000.0,,,,,,,,,77.93,,290677.0,,,,76670000000.0,,,,,86.44,,,2.15,,,0.0042,0.07690000000000001,-0.0197,0.39530000000000004,,3.76,17.75,17.4,,4.36,17410000000.0,,983799000.0,1.9,,,,,,,72.37,,,,
,,,,200.0,716564.0,,,200.0,20.15,0.58,,1.17,5.2,-6.83,12.5,0.011200000000000002,,,,,,,,,,,,,,,314970000.0,2.87,1.04,4.12,,51.1,41073000.0,,,,,,,,,52.27,,16705.0,,,,2520000000.0,,,,,60.2,,,2.17,,,0.022799999999999997,0.1104,-0.11560000000000001,0.3143,,2.57,18.21,12.69,,0.76,3250000000.0,,48135000.0,5.1,,,,,,,47.07,,,,
,,,,200.0,11065600.0,,,400.0,17.14,-0.18,,-0.41,-1.56,-6.37,4.76,-0.0031,,,,,,,,,,,,,,,14900000000.0,3.38,0.8,3.81,,57.66,2834645000.0,,,,,,,,,57.25,,678716.0,,,,162490000000.0,,,,,63.77,,,3.73,,,-0.0070999999999999995,-0.0265,-0.1001,0.0907,,3.35,16.94,15.03,,3.86,42240000000.0,,2838192000.0,2.6,,,,,,,58.81,,,,
,,,,600.0,276750.0,,,300.0,34.02,1.0,,1.37,2.76,-2.82,12.45,0.0177,,,,,,,,,,,,,,,278120000.0,2.58,0.71,2.74,,56.12,26875000.0,,,,,,,,,57.49,,10054.0,,,,3170000000.0,,,,,47.67,,,2.72,,,0.0244,0.050499999999999996,-0.0468,0.27640000000000003,,1.66,22.28,20.98,,1.03,3010000000.0,,55126000.0,6.8,,,,,,,54.73,,,,
,,,,300.0,253477.0,,,100.0,20.73,-0.03,,0.42,3.39,-2.18,13.09,-0.0005,,,,,,,,,,,,,,,295550000.0,3.29,0.96,3.22,,54.62,37355000.0,,,,,,,,,55.04,,7237.0,,,,2450000000.0,,,,,54.2,,,3.35,,,0.0076,0.06570000000000001,-0.0381,0.312,,2.66,16.73,17.09,,1.6,1530000000.0,,44534000.0,10.1,,,,,,,51.65,,,,
,,,,1000.0,646684.0,,,700.0,28.34,-0.77,,2.33,8.82,-2.2,16.01,-0.0159,,,,,,,,,,,,,,,219070000.0,3.73,0.84,4.16,,45.37,34380000.0,,,,,,,,,47.7,,20503.0,,,,1870000000.0,,,,,44.3,,,1.29,,,0.0513,0.22690000000000002,-0.0441,0.5052000000000001,,1.71,12.79,11.47,,0.87,2180000000.0,,39147000.0,8.4,,,,,,,38.88,,,,
,,,,11100.0,1326660.0,,,8000.0,-6.11,-0.12,,-0.83,-0.75,-3.23,2.96,-0.0096,,,,,,,,,,,,,,,299000000.0,1.35,0.36,1.65,,13.25,82771000.0,,,,,,,,,12.42,,18194.0,,,,1230000000.0,,,,,15.39,,,0.36,,,-0.06269999999999999,-0.057300000000000004,-0.2064,0.3129,,,9.2,7.53,,0.33,3750000000.0,,98699000.0,8.4,,,,,,,13.17,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
